measure,hu33_samples,notes_ticks
44.030000,2520756,166118
44.035000,2521197,166138
44.040000,2521638,166157
44.045000,2522079,166176
44.050000,2522520,166195
44.055000,2522961,166214
44.060000,2523402,166234
44.065000,2523843,166253
44.070000,2524284,166272
44.075000,2524725,166291
44.080000,2525166,166310
44.085000,2525607,166330
44.090000,2526048,166349
44.095000,2526489,166368
44.100000,2526930,166387
44.105000,2527371,166406
44.110000,2527812,166426
44.115000,2528253,166445
44.245000,2528694,167021
44.250000,2529135,167040
44.255000,2529576,167059
44.260000,2530017,167078
44.265000,2530458,167098
44.270000,2530899,167117
44.275000,2531340,167194
44.280000,2531781,167213
44.285000,2532222,167232
44.290000,2532663,167251
44.295000,2533104,167270
44.300000,2533545,167290
44.305000,2533986,167309
44.310000,2534427,167328
44.315000,2534868,167347
44.320000,2535309,167366
44.325000,2535750,167386
44.375000,2536191,167424
44.380000,2536632,167443
44.385000,2537073,167462
44.390000,2537514,167482
44.395000,2537955,167501
44.400000,2538396,167520
44.405000,2538837,167539
44.410000,2539278,167558
44.415000,2539719,167578
44.420000,2540160,167597
44.425000,2540601,167616
44.430000,2541042,167635
44.435000,2541483,167654
44.485000,2541924,167942
44.490000,2542365,167962
44.495000,2542806,167981
44.500000,2543247,168000
44.505000,2543688,168019
44.510000,2544129,168038
44.515000,2544570,168058
44.520000,2545011,168077
44.525000,2545452,168096
44.530000,2545893,168115
44.535000,2546334,168134
44.540000,2546775,168154
44.545000,2547216,168173
44.550000,2547657,168192
44.555000,2548098,168211
44.560000,2548539,168230
44.565000,2548980,168250
44.570000,2549421,168269
44.575000,2549862,168288
44.580000,2550303,168307
44.585000,2550744,168326
44.590000,2551185,168346
44.595000,2551626,168365
44.600000,2552067,168384
44.690000,2552508,168730
44.695000,2552949,168749
44.700000,2553390,168768
44.705000,2553831,168787
44.710000,2554272,168806
44.715000,2554713,168826
44.720000,2555154,168845
44.725000,2555595,168864
44.730000,2556036,168883
44.735000,2556477,168902
44.740000,2556918,168922
44.745000,2557359,168941
44.750000,2557800,168960
44.755000,2558241,168979
44.760000,2558682,168998
44.765000,2559123,169018
44.770000,2559564,169037
44.775000,2560005,169056
44.780000,2560446,169075
44.785000,2560887,169094
44.790000,2561328,169114
44.795000,2561769,169133
44.800000,2562210,169152
44.805000,2562651,169171
44.810000,2563092,169190
44.815000,2563533,169210
44.820000,2563974,169229
44.825000,2564415,169248
44.830000,2564856,169267
44.835000,2565297,169286
44.840000,2565738,169306
44.845000,2566179,169325
44.850000,2566620,169344
44.855000,2567061,169363
44.860000,2567502,169382
44.865000,2567943,169402
44.870000,2568384,169421
44.995000,2568825,169901
45.000000,2569266,169920
45.005000,2569707,169939
45.010000,2570148,169958
45.015000,2570589,169978
45.020000,2571030,169997
45.025000,2571471,170016
45.030000,2571912,170035
45.035000,2572353,170054
45.040000,2572794,170074
45.045000,2573235,170093
45.050000,2573676,170112
45.190000,2574117,170650
45.195000,2574558,170669
45.200000,2574999,170688
45.205000,2575440,170707
45.210000,2575881,170726
45.215000,2576322,170746
45.220000,2576763,170765
45.225000,2577204,170784
45.230000,2577645,170803
45.235000,2578086,170822
45.240000,2578527,170842
45.245000,2578968,170861
45.250000,2579409,170880
45.255000,2579850,170899
45.260000,2580291,170918
45.265000,2580732,170938
45.270000,2581173,170957
45.275000,2581614,170976
45.280000,2582055,170995
45.285000,2582496,171014
45.290000,2582937,171034
45.295000,2583378,171053
45.300000,2583819,171072
45.305000,2584260,171091
45.310000,2584701,171110
45.315000,2585142,171130
45.320000,2585583,171149
45.325000,2586024,171168
45.330000,2586465,171187
45.335000,2586906,171206
45.340000,2587347,171226
45.345000,2587788,171245
45.350000,2588229,171264
45.355000,2588670,171283
45.360000,2589111,171302
45.365000,2589552,171322
45.370000,2589993,171341
45.375000,2590434,171360
45.380000,2590875,171379
45.385000,2591316,171398
45.390000,2591757,171418
45.395000,2592198,171437
45.400000,2592639,171456
45.405000,2593080,171475
45.410000,2593521,171494
45.415000,2593962,171514
45.420000,2594403,171533
45.425000,2594844,171552
45.430000,2595285,171571
45.435000,2595726,171590
45.460000,2596167,171686
45.465000,2596608,171706
45.470000,2597049,171725
45.475000,2597490,171744
45.480000,2597931,171763
45.485000,2598372,171782
45.490000,2598813,171802
45.495000,2599254,171821
45.500000,2599695,171840
45.505000,2600136,171859
45.510000,2600577,171878
45.515000,2601018,171898
45.520000,2601459,171917
45.525000,2601900,171936
45.530000,2602341,171955
45.535000,2602782,171974
45.540000,2603223,171994
45.545000,2603664,172013
45.550000,2604105,172032
45.555000,2604546,172051
45.560000,2604987,172070
45.565000,2605428,172090
45.570000,2605869,172109
45.575000,2606310,172128
45.580000,2606751,172147
45.585000,2607192,172166
45.590000,2607633,172186
45.595000,2608074,172205
45.600000,2608515,172224
45.735000,2608956,172742
45.740000,2609397,172762
45.745000,2609838,172781
45.750000,2610279,172800
45.755000,2610720,172819
45.760000,2611161,172838
45.765000,2611602,172858
45.770000,2612043,172877
45.775000,2612484,172896
45.780000,2612925,172915
45.785000,2613366,172934
45.790000,2613807,172954
45.795000,2614248,172973
45.800000,2614689,172992
45.805000,2615130,173011
45.810000,2615571,173030
45.815000,2616012,173050
45.820000,2616453,173069
45.825000,2616894,173088
45.830000,2617335,173107
45.835000,2617776,173126
45.840000,2618217,173146
45.845000,2618658,173165
45.850000,2619099,173184
45.855000,2619540,173203
45.860000,2619981,173222
45.865000,2620422,173242
45.870000,2620863,173261
45.875000,2621304,173280
45.880000,2621745,173299
45.975000,2622186,173664
45.980000,2622627,173683
45.985000,2623068,173702
45.990000,2623509,173722
45.995000,2623950,173741
46.000000,2624391,173760
46.005000,2624832,173779
46.010000,2625273,173798
46.015000,2625714,173818
46.020000,2626155,173837
46.025000,2626596,173856
46.030000,2627037,173875
46.035000,2627478,173894
46.040000,2627919,173914
46.045000,2628360,173933
46.050000,2628801,173952
46.055000,2629242,173971
46.060000,2629683,173990
46.065000,2630124,174010
46.070000,2630565,174029
46.075000,2631006,174048
46.080000,2631447,174067
46.085000,2631888,174086
46.090000,2632329,174106
46.095000,2632770,174125
46.100000,2633211,174144
46.105000,2633652,174163
46.110000,2634093,174182
46.115000,2634534,174202
46.120000,2634975,174221
46.125000,2635416,174240
46.130000,2635857,174259
46.135000,2636298,174278
46.240000,2636739,174682
46.245000,2637180,174701
46.250000,2637621,174720
46.255000,2638062,174739
46.260000,2638503,174758
46.265000,2638944,174778
46.270000,2639385,174797
46.275000,2639826,174816
46.280000,2640267,174835
46.285000,2640708,174854
46.290000,2641149,174874
46.295000,2641590,174893
46.345000,2642031,175085
46.350000,2642472,175104
46.355000,2642913,175123
46.360000,2643354,175142
46.365000,2643795,175162
46.370000,2644236,175181
46.375000,2644677,175200
46.380000,2645118,175219
46.385000,2645559,175238
46.390000,2646000,175258
46.395000,2646441,175277
46.400000,2646882,175296
46.405000,2647323,175315
46.410000,2647764,175334
46.415000,2648205,175354
46.420000,2648646,175373
46.425000,2649087,175392
46.430000,2649528,175411
46.475000,2649969,175584
46.480000,2650410,175603
46.485000,2650851,175622
46.490000,2651292,175642
46.495000,2651733,175661
46.500000,2652174,175680
46.505000,2652615,175699
46.510000,2653056,175718
46.515000,2653497,175738
46.520000,2653938,175757
46.525000,2654379,175776
46.530000,2654820,175795
46.535000,2655261,175814
46.540000,2655702,175834
46.545000,2656143,175853
46.550000,2656584,175872
46.555000,2657025,175891
46.560000,2657466,175910
46.565000,2657907,175930
46.570000,2658348,175949
46.575000,2658789,175968
46.580000,2659230,175987
46.585000,2659671,176006
46.590000,2660112,176026
46.595000,2660553,176045
46.600000,2660994,176064
46.605000,2661435,176083
46.610000,2661876,176102
46.615000,2662317,176122
46.620000,2662758,176141
46.625000,2663199,176160
46.630000,2663640,176179
46.635000,2664081,176198
46.740000,2664522,176602
46.745000,2664963,176621
46.750000,2665404,176640
46.755000,2665845,176659
46.760000,2666286,176678
46.765000,2666727,176698
46.770000,2667168,176717
46.775000,2667609,176736
46.780000,2668050,176755
46.785000,2668491,176774
46.790000,2668932,176794
46.795000,2669373,176813
46.800000,2669814,176832
46.805000,2670255,176851
46.810000,2670696,176870
46.815000,2671137,176890
46.860000,2671578,177043
46.865000,2672019,177062
46.870000,2672460,177082
46.875000,2672901,177101
46.880000,2673342,177120
46.885000,2673783,177139
46.890000,2674224,177158
46.905000,2674665,177235
46.910000,2675106,177254
46.915000,2675547,177274
46.920000,2675988,177293
46.925000,2676429,177312
46.930000,2676870,177331
46.935000,2677311,177350
46.940000,2677752,177370
46.945000,2678193,177389
46.950000,2678634,177408
46.955000,2679075,177427
46.960000,2679516,177446
46.965000,2679957,177466
46.995000,2680398,177581
47.000000,2680839,177600
47.005000,2681280,177619
47.010000,2681721,177638
47.015000,2682162,177658
47.020000,2682603,177677
47.025000,2683044,177696
47.030000,2683485,177715
47.035000,2683926,177734
47.040000,2684367,177754
47.045000,2684808,177773
47.050000,2685249,177792
47.055000,2685690,177811
47.060000,2686131,177830
47.065000,2686572,177850
47.070000,2687013,177869
47.075000,2687454,177888
47.080000,2687895,177907
47.085000,2688336,177926
47.090000,2688777,177946
47.095000,2689218,177965
47.100000,2689659,177984
47.105000,2690100,178003
47.110000,2690541,178022
47.115000,2690982,178042
47.120000,2691423,178061
47.125000,2691864,178080
47.130000,2692305,178099
47.135000,2692746,178118
47.140000,2693187,178138
47.145000,2693628,178157
47.150000,2694069,178176
47.155000,2694510,178195
47.160000,2694951,178214
47.165000,2695392,178234
47.170000,2695833,178253
47.175000,2696274,178272
47.180000,2696715,178291
47.185000,2697156,178310
47.190000,2697597,178330
47.195000,2698038,178349
47.200000,2698479,178368
47.205000,2698920,178387
47.210000,2699361,178406
47.215000,2699802,178426
47.220000,2700243,178445
47.225000,2700684,178464
47.230000,2701125,178483
47.235000,2701566,178502
47.240000,2702007,178522
47.245000,2702448,178541
47.250000,2702889,178560
47.255000,2703330,178579
47.260000,2703771,178598
47.265000,2704212,178618
47.270000,2704653,178637
47.275000,2705094,178656
47.280000,2705535,178675
47.285000,2705976,178694
47.290000,2706417,178714
47.295000,2706858,178733
47.300000,2707299,178752
47.305000,2707740,178771
47.310000,2708181,178790
47.315000,2708622,178810
47.320000,2709063,178829
47.325000,2709504,178848
47.330000,2709945,178867
47.335000,2710386,178886
47.340000,2710827,178906
47.345000,2711268,178925
47.350000,2711709,178944
47.355000,2712150,178963
47.410000,2712591,179174
47.415000,2713032,179194
47.420000,2713473,179213
47.425000,2713914,179232
47.485000,2714355,179462
47.490000,2714796,179482
47.495000,2715237,179501
47.515000,2715678,179578
47.520000,2716119,179597
47.525000,2716560,179616
47.530000,2717001,179635
47.535000,2717442,179654
47.540000,2717883,179674
47.545000,2718324,179693
47.550000,2718765,179712
47.555000,2719206,179731
47.560000,2719647,179750
47.565000,2720088,179770
47.570000,2720529,179789
47.575000,2720970,179808
47.580000,2721411,179827
47.585000,2721852,179846
47.745000,2722293,180461
47.750000,2722734,180480
47.755000,2723175,180499
47.760000,2723616,180518
47.765000,2724057,180538
47.770000,2724498,180557
47.775000,2724939,180576
47.780000,2725380,180595
47.785000,2725821,180614
47.790000,2726262,180634
47.795000,2726703,180653
47.800000,2727144,180672
47.805000,2727585,180691
47.810000,2728026,180710
47.815000,2728467,180730
47.820000,2728908,180749
47.825000,2729349,180768
47.830000,2729790,180787
47.835000,2730231,180806
47.840000,2730672,180826
47.845000,2731113,180845
47.850000,2731554,180864
47.855000,2731995,180883
47.860000,2732436,180902
47.865000,2732877,180922
47.870000,2733318,180941
47.875000,2733759,180960
47.880000,2734200,180979
47.885000,2734641,180998
47.890000,2735082,181018
47.895000,2735523,181037
47.900000,2735964,181056
47.905000,2736405,181075
47.910000,2736846,181094
47.965000,2737287,181306
47.970000,2737728,181325
47.975000,2738169,181344
47.980000,2738610,181363
47.985000,2739051,181382
47.990000,2739492,181402
47.995000,2739933,181421
48.000000,2740374,181440
48.005000,2740815,181459
48.010000,2741256,181478
48.015000,2741697,181498
48.020000,2742138,181517
48.025000,2742579,181536
48.030000,2743020,181555
48.035000,2743461,181574
48.040000,2743902,181594
48.045000,2744343,181613
48.050000,2744784,181632
48.055000,2745225,181651
48.060000,2745666,181670
48.065000,2746107,181690
48.070000,2746548,181709
48.075000,2746989,181728
48.080000,2747430,181747
48.085000,2747871,181766
48.090000,2748312,181786
48.095000,2748753,181805
48.100000,2749194,181824
48.105000,2749635,181843
48.110000,2750076,181862
48.115000,2750517,181882
48.120000,2750958,181901
48.125000,2751399,181920
48.130000,2751840,181939
48.135000,2752281,181958
48.140000,2752722,181978
48.145000,2753163,181997
48.150000,2753604,182016
48.155000,2754045,182035
48.160000,2754486,182054
48.235000,2754927,182342
48.240000,2755368,182362
48.245000,2755809,182381
48.250000,2756250,182400
48.255000,2756691,182419
48.260000,2757132,182438
48.265000,2757573,182458
48.270000,2758014,182477
48.275000,2758455,182496
48.280000,2758896,182515
48.285000,2759337,182534
48.290000,2759778,182554
48.300000,2760219,182592
48.305000,2760660,182611
48.310000,2761101,182630
48.315000,2761542,182650
48.320000,2761983,182669
48.325000,2762424,182688
48.330000,2762865,182707
48.335000,2763306,182726
48.340000,2763747,182746
48.345000,2764188,182765
48.350000,2764629,182784
48.355000,2765070,182803
48.360000,2765511,182822
48.365000,2765952,182842
48.370000,2766393,182861
48.375000,2766834,182880
48.380000,2767275,182899
48.385000,2767716,182918
48.390000,2768157,182938
48.395000,2768598,182957
48.400000,2769039,182976
48.405000,2769480,182995
48.425000,2769921,183072
48.440000,2770362,183130
48.445000,2770803,183149
48.450000,2771244,183168
48.455000,2771685,183187
48.460000,2772126,183206
48.465000,2772567,183226
48.470000,2773008,183245
48.475000,2773449,183264
48.480000,2773890,183283
48.485000,2774331,183302
48.490000,2774772,183322
48.495000,2775213,183341
48.500000,2775654,183360
48.505000,2776095,183379
48.510000,2776536,183398
48.515000,2776977,183418
48.520000,2777418,183437
48.525000,2777859,183456
48.530000,2778300,183475
48.535000,2778741,183494
48.540000,2779182,183514
48.545000,2779623,183533
48.550000,2780064,183552
48.555000,2780505,183571
48.560000,2780946,183590
48.565000,2781387,183610
48.570000,2781828,183629
48.575000,2782269,183648
48.580000,2782710,183667
48.585000,2783151,183686
48.590000,2783592,183706
48.595000,2784033,183725
48.600000,2784474,183744
48.605000,2784915,183763
48.610000,2785356,183782
48.615000,2785797,183802
48.620000,2786238,183821
48.625000,2786679,183840
48.630000,2787120,183859
48.635000,2787561,183878
48.640000,2788002,183898
48.645000,2788443,183917
48.650000,2788884,183936
48.655000,2789325,183955
48.660000,2789766,183974
48.665000,2790207,183994
48.670000,2790648,184013
48.675000,2791089,184032
48.680000,2791530,184051
48.685000,2791971,184070
48.690000,2792412,184090
48.695000,2792853,184109
48.700000,2793294,184128
48.705000,2793735,184147
48.710000,2794176,184166
48.715000,2794617,184186
48.720000,2795058,184205
48.725000,2795499,184224
48.730000,2795940,184243
48.735000,2796381,184262
48.740000,2796822,184282
48.745000,2797263,184301
48.780000,2797704,184435
48.800000,2798145,184512
48.805000,2798586,184531
48.845000,2799027,184685
48.850000,2799468,184704
48.855000,2799909,184723
48.860000,2800350,184742
48.865000,2800791,184762
48.870000,2801232,184781
48.875000,2801673,184800
48.880000,2802114,184819
48.885000,2802555,184838
48.890000,2802996,184858
48.895000,2803437,184877
48.900000,2803878,184896
48.905000,2804319,184915
48.910000,2804760,184934
48.915000,2805201,184954
48.920000,2805642,184973
48.925000,2806083,184992
48.930000,2806524,185011
48.935000,2806965,185030
48.940000,2807406,185050
48.945000,2807847,185069
48.950000,2808288,185088
48.955000,2808729,185107
48.960000,2809170,185126
48.965000,2809611,185146
48.970000,2810052,185165
48.990000,2810493,185242
48.995000,2810934,185261
49.000000,2811375,185280
49.005000,2811816,185299
49.010000,2812257,185318
49.015000,2812698,185338
49.020000,2813139,185357
49.025000,2813580,185376
49.030000,2814021,185395
49.035000,2814462,185414
49.040000,2814903,185434
49.045000,2815344,185453
49.050000,2815785,185472
49.055000,2816226,185491
49.060000,2816667,185510
49.065000,2817108,185530
49.070000,2817549,185549
49.075000,2817990,185568
49.080000,2818431,185587
49.085000,2818872,185606
49.090000,2819313,185626
49.095000,2819754,185645
49.100000,2820195,185664
49.105000,2820636,185683
49.110000,2821077,185702
49.115000,2821518,185722
49.120000,2821959,185741
49.125000,2822400,185760
49.130000,2822841,185779
49.135000,2823282,185798
49.140000,2823723,185818
49.145000,2824164,185837
49.150000,2824605,185856
49.155000,2825046,185875
49.160000,2825487,185894
49.165000,2825928,185914
49.170000,2826369,185933
49.175000,2826810,185952
49.180000,2827251,185971
49.185000,2827692,185990
49.190000,2828133,186010
49.195000,2828574,186029
49.200000,2829015,186048
49.205000,2829456,186067
49.210000,2829897,186086
49.215000,2830338,186106
49.220000,2830779,186125
49.225000,2831220,186144
49.230000,2831661,186163
49.235000,2832102,186182
49.240000,2832543,186202
49.245000,2832984,186221
49.250000,2833425,186240
49.255000,2833866,186259
49.260000,2834307,186278
49.265000,2834748,186298
49.270000,2835189,186317
49.275000,2835630,186336
49.280000,2836071,186355
49.285000,2836512,186374
49.290000,2836953,186394
49.295000,2837394,186413
49.300000,2837835,186432
49.305000,2838276,186451
49.310000,2838717,186470
49.315000,2839158,186490
49.320000,2839599,186509
49.325000,2840040,186528
49.330000,2840481,186547
49.335000,2840922,186566
49.340000,2841363,186586
49.475000,2841804,187104
49.480000,2842245,187123
49.485000,2842686,187142
49.490000,2843127,187162
49.495000,2843568,187181
49.500000,2844009,187200
49.505000,2844450,187219
49.510000,2844891,187238
49.515000,2845332,187258
49.705000,2845773,187987
49.710000,2846214,188006
49.715000,2846655,188026
49.720000,2847096,188045
49.725000,2847537,188064
49.730000,2847978,188083
49.735000,2848419,188102
49.740000,2848860,188122
49.745000,2849301,188141
49.750000,2849742,188160
49.755000,2850183,188179
49.760000,2850624,188198
49.765000,2851065,188218
49.770000,2851506,188237
49.775000,2851947,188256
49.780000,2852388,188275
49.785000,2852829,188294
49.790000,2853270,188314
49.795000,2853711,188333
49.800000,2854152,188352
49.805000,2854593,188371
49.810000,2855034,188390
49.910000,2855475,188774
49.915000,2855916,188794
49.920000,2856357,188813
49.925000,2856798,188832
49.930000,2857239,188851
49.935000,2857680,188870
49.940000,2858121,188890
49.945000,2858562,188909
49.950000,2859003,188928
49.955000,2859444,188947
49.960000,2859885,188966
49.965000,2860326,188986
49.970000,2860767,189005
49.975000,2861208,189024
49.980000,2861649,189043
49.985000,2862090,189062
49.990000,2862531,189082
49.995000,2862972,189101
50.000000,2863413,189120
50.005000,2863854,189139
50.010000,2864295,189158
50.015000,2864736,189178
50.020000,2865177,189197
50.025000,2865618,189216
50.030000,2866059,189235
50.035000,2866500,189254
50.040000,2866941,189274
50.045000,2867382,189293
50.050000,2867823,189312
50.055000,2868264,189331
50.060000,2868705,189350
50.065000,2869146,189370
50.070000,2869587,189389
50.075000,2870028,189408
50.080000,2870469,189427
50.085000,2870910,189446
50.090000,2871351,189466
50.095000,2871792,189485
50.100000,2872233,189504
50.105000,2872674,189523
50.110000,2873115,189542
50.115000,2873556,189562
50.160000,2873997,189734
50.165000,2874438,189754
50.170000,2874879,189773
50.175000,2875320,189792
50.180000,2875761,189811
50.185000,2876202,189830
50.190000,2876643,189850
50.195000,2877084,189869
50.200000,2877525,189888
50.205000,2877966,189907
50.210000,2878407,189926
50.215000,2878848,189946
50.220000,2879289,189965
50.225000,2879730,189984
50.230000,2880171,190003
50.235000,2880612,190022
50.240000,2881053,190042
50.245000,2881494,190061
50.250000,2881935,190080
50.255000,2882376,190099
50.260000,2882817,190118
50.265000,2883258,190138
50.270000,2883699,190157
50.275000,2884140,190176
50.280000,2884581,190195
50.285000,2885022,190214
50.290000,2885463,190234
50.295000,2885904,190253
50.300000,2886345,190272
50.305000,2886786,190291
50.310000,2887227,190310
50.315000,2887668,190330
50.320000,2888109,190349
50.325000,2888550,190368
50.330000,2888991,190387
50.335000,2889432,190406
50.340000,2889873,190426
50.345000,2890314,190445
50.350000,2890755,190464
50.355000,2891196,190483
50.360000,2891637,190502
50.365000,2892078,190522
50.370000,2892519,190541
50.375000,2892960,190560
50.380000,2893401,190579
50.385000,2893842,190598
50.390000,2894283,190618
50.395000,2894724,190637
50.400000,2895165,190656
50.405000,2895606,190675
50.410000,2896047,190694
50.415000,2896488,190714
50.420000,2896929,190733
50.425000,2897370,190752
50.430000,2897811,190771
50.435000,2898252,190790
50.440000,2898693,190810
50.445000,2899134,190829
50.450000,2899575,190848
50.455000,2900016,190867
50.715000,2900457,191866
50.720000,2900898,191885
50.725000,2901339,191904
50.730000,2901780,191923
50.735000,2902221,191942
50.740000,2902662,191962
50.745000,2903103,191981
50.750000,2903544,192000
50.755000,2903985,192019
50.760000,2904426,192038
50.765000,2904867,192058
50.770000,2905308,192077
50.775000,2905749,192096
50.780000,2906190,192115
50.785000,2906631,192134
50.790000,2907072,192154
50.795000,2907513,192173
50.800000,2907954,192192
50.805000,2908395,192211
50.810000,2908836,192230
50.815000,2909277,192250
50.820000,2909718,192269
50.825000,2910159,192288
50.830000,2910600,192307
50.835000,2911041,192326
50.840000,2911482,192346
50.845000,2911923,192365
50.850000,2912364,192384
50.855000,2912805,192403
50.960000,2913246,192806
50.965000,2913687,192826
50.970000,2914128,192845
50.975000,2914569,192864
50.980000,2915010,192883
50.985000,2915451,192902
50.990000,2915892,192922
50.995000,2916333,192941
51.000000,2916774,192960
51.005000,2917215,192979
51.010000,2917656,192998
51.015000,2918097,193018
51.020000,2918538,193037
51.025000,2918979,193056
51.030000,2919420,193075
51.035000,2919861,193094
51.040000,2920302,193114
51.045000,2920743,193133
51.050000,2921184,193152
51.055000,2921625,193171
51.060000,2922066,193190
51.065000,2922507,193210
51.070000,2922948,193229
51.170000,2923389,193613
51.175000,2923830,193632
51.180000,2924271,193651
51.185000,2924712,193670
51.190000,2925153,193690
51.195000,2925594,193709
51.200000,2926035,193728
51.205000,2926476,193747
51.210000,2926917,193766
51.215000,2927358,193786
51.220000,2927799,193805
51.225000,2928240,193824
51.230000,2928681,193843
51.235000,2929122,193862
51.240000,2929563,193882
51.245000,2930004,193901
51.250000,2930445,193920
51.255000,2930886,193939
51.260000,2931327,193958
51.265000,2931768,193978
51.270000,2932209,193997
51.275000,2932650,194016
51.280000,2933091,194035
51.285000,2933532,194054
51.290000,2933973,194074
51.295000,2934414,194093
51.300000,2934855,194112
51.305000,2935296,194131
51.310000,2935737,194150
51.315000,2936178,194170
51.320000,2936619,194189
51.325000,2937060,194208
51.330000,2937501,194227
51.335000,2937942,194246
51.340000,2938383,194266
51.345000,2938824,194285
51.350000,2939265,194304
51.355000,2939706,194323
51.360000,2940147,194342
51.365000,2940588,194362
51.370000,2941029,194381
51.375000,2941470,194400
51.380000,2941911,194419
51.385000,2942352,194438
51.495000,2942793,194861
51.500000,2943234,194880
51.505000,2943675,194899
51.510000,2944116,194918
51.515000,2944557,194938
51.520000,2944998,194957
51.525000,2945439,194976
51.530000,2945880,194995
51.535000,2946321,195014
51.540000,2946762,195034
51.545000,2947203,195053
51.550000,2947644,195072
51.555000,2948085,195091
51.560000,2948526,195110
51.565000,2948967,195130
51.675000,2949408,195552
51.680000,2949849,195571
51.685000,2950290,195590
51.690000,2950731,195610
51.695000,2951172,195629
51.700000,2951613,195648
51.705000,2952054,195667
51.710000,2952495,195686
51.715000,2952936,195706
51.720000,2953377,195725
51.725000,2953818,195744
51.730000,2954259,195763
51.735000,2954700,195782
51.740000,2955141,195802
51.745000,2955582,195821
51.750000,2956023,195840
51.755000,2956464,195859
51.760000,2956905,195878
51.765000,2957346,195898
51.770000,2957787,195917
51.775000,2958228,195936
51.780000,2958669,195955
51.785000,2959110,195974
51.790000,2959551,195994
51.795000,2959992,196013
51.800000,2960433,196032
51.805000,2960874,196051
51.810000,2961315,196070
51.815000,2961756,196090
51.820000,2962197,196109
51.825000,2962638,196128
51.830000,2963079,196147
51.835000,2963520,196166
51.840000,2963961,196186
51.845000,2964402,196205
51.850000,2964843,196224
51.855000,2965284,196243
51.860000,2965725,196262
51.865000,2966166,196282
51.870000,2966607,196301
51.875000,2967048,196320
51.880000,2967489,196339
51.885000,2967930,196358
51.890000,2968371,196378
51.895000,2968812,196397
51.900000,2969253,196416
51.995000,2969694,196781
52.000000,2970135,196800
52.005000,2970576,196819
52.010000,2971017,196838
52.015000,2971458,196858
52.020000,2971899,196877
52.025000,2972340,196896
52.030000,2972781,196915
52.035000,2973222,196934
52.040000,2973663,196954
52.045000,2974104,196973
52.050000,2974545,196992
52.055000,2974986,197011
52.060000,2975427,197030
52.065000,2975868,197050
52.070000,2976309,197069
52.075000,2976750,197088
52.080000,2977191,197107
52.085000,2977632,197126
52.090000,2978073,197146
52.095000,2978514,197165
52.100000,2978955,197184
52.105000,2979396,197203
52.110000,2979837,197222
52.115000,2980278,197242
52.120000,2980719,197261
52.125000,2981160,197280
52.130000,2981601,197299
52.230000,2982042,197683
52.235000,2982483,197702
52.240000,2982924,197722
52.245000,2983365,197741
52.250000,2983806,197760
52.255000,2984247,197779
52.260000,2984688,197798
52.265000,2985129,197818
52.270000,2985570,197837
52.275000,2986011,197856
52.280000,2986452,197875
52.285000,2986893,197894
52.290000,2987334,197914
52.295000,2987775,197933
52.300000,2988216,197952
52.305000,2988657,197971
52.310000,2989098,197990
52.315000,2989539,198010
52.320000,2989980,198029
52.325000,2990421,198048
52.330000,2990862,198067
52.335000,2991303,198086
52.340000,2991744,198106
52.345000,2992185,198125
52.350000,2992626,198144
52.355000,2993067,198163
52.360000,2993508,198182
52.365000,2993949,198202
52.370000,2994390,198221
52.375000,2994831,198240
52.485000,2995272,198662
52.490000,2995713,198682
52.495000,2996154,198701
52.500000,2996595,198720
52.505000,2997036,198739
52.510000,2997477,198758
52.515000,2997918,198778
52.520000,2998359,198797
52.525000,2998800,198816
52.530000,2999241,198835
52.535000,2999682,198854
52.540000,3000123,198874
52.545000,3000564,198893
52.550000,3001005,198912
52.555000,3001446,198931
52.560000,3001887,198950
52.565000,3002328,198970
52.570000,3002769,198989
52.575000,3003210,199008
52.680000,3003651,199411
52.685000,3004092,199430
52.690000,3004533,199450
52.695000,3004974,199469
52.700000,3005415,199488
52.705000,3005856,199507
52.710000,3006297,199526
52.715000,3006738,199546
52.720000,3007179,199565
52.725000,3007620,199584
52.730000,3008061,199603
52.735000,3008502,199622
52.740000,3008943,199642
52.745000,3009384,199661
52.750000,3009825,199680
52.755000,3010266,199699
52.760000,3010707,199718
52.765000,3011148,199738
52.770000,3011589,199757
52.775000,3012030,199776
52.780000,3012471,199795
52.785000,3012912,199814
52.790000,3013353,199834
52.795000,3013794,199853
52.800000,3014235,199872
52.805000,3014676,199891
52.810000,3015117,199910
52.815000,3015558,199930
52.820000,3015999,199949
52.825000,3016440,199968
52.830000,3016881,199987
52.835000,3017322,200006
52.840000,3017763,200026
52.845000,3018204,200045
52.850000,3018645,200064
52.855000,3019086,200083
52.860000,3019527,200102
52.865000,3019968,200122
52.870000,3020409,200141
52.875000,3020850,200160
52.880000,3021291,200179
52.885000,3021732,200198
52.890000,3022173,200218
52.985000,3022614,200582
52.990000,3023055,200602
52.995000,3023496,200621
53.000000,3023937,200640
53.005000,3024378,200659
53.010000,3024819,200678
53.015000,3025260,200698
53.020000,3025701,200717
53.025000,3026142,200736
53.030000,3026583,200755
53.035000,3027024,200774
53.040000,3027465,200794
53.045000,3027906,200813
53.050000,3028347,200832
53.055000,3028788,200851
53.060000,3029229,200870
53.065000,3029670,200890
53.070000,3030111,200909
53.075000,3030552,200928
53.080000,3030993,200947
53.085000,3031434,200966
53.090000,3031875,200986
53.095000,3032316,201005
53.100000,3032757,201024
53.105000,3033198,201043
53.110000,3033639,201062
53.115000,3034080,201082
